card_id,player_class,type,name,set,text,cost,attack,health,rarity,collectible,flavor,race,how_to_earn,how_to_earn_golden,targeting_arrow_text,faction,durability,action,cost_dust,mechanic
CFM_602,DRUID,SPELL,Jade Idol,GANGS,<b>Choose One -</b> Summon a{1} {0} <b>Jade Golem</b>; or Shuffle 3 copies of this card into your deck.,1.0,,,RARE,1.0,Shuffle or no guts.,,,,,,,DISENCHANT_GOLDEN,100,CHOOSE_ONE
CFM_602,DRUID,SPELL,Jade Idol,GANGS,<b>Choose One -</b> Summon a{1} {0} <b>Jade Golem</b>; or Shuffle 3 copies of this card into your deck.,1.0,,,RARE,1.0,Shuffle or no guts.,,,,,,,DISENCHANT_GOLDEN,100,JADE_GOLEM
CFM_605,PRIEST,MINION,Drakonid Operative,GANGS,"[x]<b>Battlecry:</b> If you're holding a
Dragon, <b>Discover</b> a card in
 your opponent's deck.",5.0,5.0,6.0,RARE,1.0,"His job is to spy on the Goons and the Jade Lotus, but he's OBVIOUSLY a dragon so it's pretty hard work.",DRAGON,,,,,,CRAFTING_NORMAL,100,BATTLECRY
CFM_605,PRIEST,MINION,Drakonid Operative,GANGS,"[x]<b>Battlecry:</b> If you're holding a
Dragon, <b>Discover</b> a card in
 your opponent's deck.",5.0,5.0,6.0,RARE,1.0,"His job is to spy on the Goons and the Jade Lotus, but he's OBVIOUSLY a dragon so it's pretty hard work.",DRAGON,,,,,,CRAFTING_GOLDEN,800,BATTLECRY
CFM_605,PRIEST,MINION,Drakonid Operative,GANGS,"[x]<b>Battlecry:</b> If you're holding a
Dragon, <b>Discover</b> a card in
 your opponent's deck.",5.0,5.0,6.0,RARE,1.0,"His job is to spy on the Goons and the Jade Lotus, but he's OBVIOUSLY a dragon so it's pretty hard work.",DRAGON,,,,,,DISENCHANT_NORMAL,20,BATTLECRY
CFM_605,PRIEST,MINION,Drakonid Operative,GANGS,"[x]<b>Battlecry:</b> If you're holding a
Dragon, <b>Discover</b> a card in
 your opponent's deck.",5.0,5.0,6.0,RARE,1.0,"His job is to spy on the Goons and the Jade Lotus, but he's OBVIOUSLY a dragon so it's pretty hard work.",DRAGON,,,,,,DISENCHANT_GOLDEN,100,BATTLECRY
CFM_610,WARLOCK,MINION,Crystalweaver,GANGS,<b>Battlecry:</b> Give your Demons +1/+1.,4.0,5.0,4.0,COMMON,1.0,The trick is soaking the crystals in warm milk to soften them up.,,,,,,,CRAFTING_NORMAL,40,BATTLECRY
CFM_610,WARLOCK,MINION,Crystalweaver,GANGS,<b>Battlecry:</b> Give your Demons +1/+1.,4.0,5.0,4.0,COMMON,1.0,The trick is soaking the crystals in warm milk to soften them up.,,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
CFM_610,WARLOCK,MINION,Crystalweaver,GANGS,<b>Battlecry:</b> Give your Demons +1/+1.,4.0,5.0,4.0,COMMON,1.0,The trick is soaking the crystals in warm milk to soften them up.,,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
CFM_610,WARLOCK,MINION,Crystalweaver,GANGS,<b>Battlecry:</b> Give your Demons +1/+1.,4.0,5.0,4.0,COMMON,1.0,The trick is soaking the crystals in warm milk to soften them up.,,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
CFM_617,DRUID,MINION,Celestial Dreamer,GANGS,"<b>Battlecry:</b> If a friendly minion has 5 or more Attack, gain +2/+2.",3.0,3.0,3.0,RARE,1.0,"If you think her job is easy, YOU try falling asleep on cue.",,,,,,,CRAFTING_NORMAL,100,BATTLECRY
CFM_617,DRUID,MINION,Celestial Dreamer,GANGS,"<b>Battlecry:</b> If a friendly minion has 5 or more Attack, gain +2/+2.",3.0,3.0,3.0,RARE,1.0,"If you think her job is easy, YOU try falling asleep on cue.",,,,,,,CRAFTING_GOLDEN,800,BATTLECRY
CFM_617,DRUID,MINION,Celestial Dreamer,GANGS,"<b>Battlecry:</b> If a friendly minion has 5 or more Attack, gain +2/+2.",3.0,3.0,3.0,RARE,1.0,"If you think her job is easy, YOU try falling asleep on cue.",,,,,,,DISENCHANT_NORMAL,20,BATTLECRY
CFM_617,DRUID,MINION,Celestial Dreamer,GANGS,"<b>Battlecry:</b> If a friendly minion has 5 or more Attack, gain +2/+2.",3.0,3.0,3.0,RARE,1.0,"If you think her job is easy, YOU try falling asleep on cue.",,,,,,,DISENCHANT_GOLDEN,100,BATTLECRY
CFM_619,NEUTRAL,MINION,Kabal Chemist,GANGS,<b>Battlecry:</b> Add a random Potion to your hand.,4.0,3.0,3.0,COMMON,1.0,"Sure you could have that Polymorph potion, but wouldn't you rather have this mystery potion?  It could be anything.  Even a Polymorph potion!",,,,,,,CRAFTING_NORMAL,40,BATTLECRY
CFM_619,NEUTRAL,MINION,Kabal Chemist,GANGS,<b>Battlecry:</b> Add a random Potion to your hand.,4.0,3.0,3.0,COMMON,1.0,"Sure you could have that Polymorph potion, but wouldn't you rather have this mystery potion?  It could be anything.  Even a Polymorph potion!",,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
CFM_619,NEUTRAL,MINION,Kabal Chemist,GANGS,<b>Battlecry:</b> Add a random Potion to your hand.,4.0,3.0,3.0,COMMON,1.0,"Sure you could have that Polymorph potion, but wouldn't you rather have this mystery potion?  It could be anything.  Even a Polymorph potion!",,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
CFM_619,NEUTRAL,MINION,Kabal Chemist,GANGS,<b>Battlecry:</b> Add a random Potion to your hand.,4.0,3.0,3.0,COMMON,1.0,"Sure you could have that Polymorph potion, but wouldn't you rather have this mystery potion?  It could be anything.  Even a Polymorph potion!",,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
CFM_620,MAGE,SPELL,Potion of Polymorph,GANGS,"<b>Secret:</b> After your opponent plays a minion, transform it into a
1/1 Sheep.",3.0,,,RARE,1.0,Tastes like Baaaaananas.,,,,,,,CRAFTING_NORMAL,100,SECRET
CFM_620,MAGE,SPELL,Potion of Polymorph,GANGS,"<b>Secret:</b> After your opponent plays a minion, transform it into a
1/1 Sheep.",3.0,,,RARE,1.0,Tastes like Baaaaananas.,,,,,,,CRAFTING_GOLDEN,800,SECRET
CFM_620,MAGE,SPELL,Potion of Polymorph,GANGS,"<b>Secret:</b> After your opponent plays a minion, transform it into a
1/1 Sheep.",3.0,,,RARE,1.0,Tastes like Baaaaananas.,,,,,,,DISENCHANT_NORMAL,20,SECRET
CFM_620,MAGE,SPELL,Potion of Polymorph,GANGS,"<b>Secret:</b> After your opponent plays a minion, transform it into a
1/1 Sheep.",3.0,,,RARE,1.0,Tastes like Baaaaananas.,,,,,,,DISENCHANT_GOLDEN,100,SECRET
CFM_621,NEUTRAL,MINION,Kazakus,GANGS,"[x]<b>Battlecry:</b> If your deck
has no duplicates,
 create a custom spell.",4.0,3.0,3.0,LEGENDARY,1.0,"The mysterious leader of the Kabal is NOT a dragon, and does NOT deal in illegal potions.  Any public statements to the contrary will be met with litigation and Dragonfire Potions.",,,,,,,CRAFTING_NORMAL,1600,BATTLECRY
CFM_621,NEUTRAL,MINION,Kazakus,GANGS,"[x]<b>Battlecry:</b> If your deck
has no duplicates,
 create a custom spell.",4.0,3.0,3.0,LEGENDARY,1.0,"The mysterious leader of the Kabal is NOT a dragon, and does NOT deal in illegal potions.  Any public statements to the contrary will be met with litigation and Dragonfire Potions.",,,,,,,CRAFTING_GOLDEN,3200,BATTLECRY
CFM_621,NEUTRAL,MINION,Kazakus,GANGS,"[x]<b>Battlecry:</b> If your deck
has no duplicates,
 create a custom spell.",4.0,3.0,3.0,LEGENDARY,1.0,"The mysterious leader of the Kabal is NOT a dragon, and does NOT deal in illegal potions.  Any public statements to the contrary will be met with litigation and Dragonfire Potions.",,,,,,,DISENCHANT_NORMAL,400,BATTLECRY
CFM_621,NEUTRAL,MINION,Kazakus,GANGS,"[x]<b>Battlecry:</b> If your deck
has no duplicates,
 create a custom spell.",4.0,3.0,3.0,LEGENDARY,1.0,"The mysterious leader of the Kabal is NOT a dragon, and does NOT deal in illegal potions.  Any public statements to the contrary will be met with litigation and Dragonfire Potions.",,,,,,,DISENCHANT_GOLDEN,1600,BATTLECRY
CFM_626,PRIEST,MINION,Kabal Talonpriest,GANGS,<b>Battlecry:</b> Give a friendly minion +3 Health.,3.0,3.0,4.0,COMMON,1.0,Inkmaster Solia had to figure out how to tatoo feathers.,,,,,,,CRAFTING_NORMAL,40,BATTLECRY
CFM_626,PRIEST,MINION,Kabal Talonpriest,GANGS,<b>Battlecry:</b> Give a friendly minion +3 Health.,3.0,3.0,4.0,COMMON,1.0,Inkmaster Solia had to figure out how to tatoo feathers.,,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
CFM_626,PRIEST,MINION,Kabal Talonpriest,GANGS,<b>Battlecry:</b> Give a friendly minion +3 Health.,3.0,3.0,4.0,COMMON,1.0,Inkmaster Solia had to figure out how to tatoo feathers.,,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
CFM_626,PRIEST,MINION,Kabal Talonpriest,GANGS,<b>Battlecry:</b> Give a friendly minion +3 Health.,3.0,3.0,4.0,COMMON,1.0,Inkmaster Solia had to figure out how to tatoo feathers.,,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
CFM_634,ROGUE,MINION,Lotus Assassin,GANGS,"<b>Stealth</b>. Whenever this attacks and kills a minion, gain <b>Stealth</b>.",5.0,5.0,5.0,EPIC,1.0,"For 5000g, you can just give the Jade Lotus any name and they will assassinate and/or embarrass them.",,,,,,,CRAFTING_NORMAL,400,STEALTH
CFM_634,ROGUE,MINION,Lotus Assassin,GANGS,"<b>Stealth</b>. Whenever this attacks and kills a minion, gain <b>Stealth</b>.",5.0,5.0,5.0,EPIC,1.0,"For 5000g, you can just give the Jade Lotus any name and they will assassinate and/or embarrass them.",,,,,,,CRAFTING_GOLDEN,1600,STEALTH
CFM_634,ROGUE,MINION,Lotus Assassin,GANGS,"<b>Stealth</b>. Whenever this attacks and kills a minion, gain <b>Stealth</b>.",5.0,5.0,5.0,EPIC,1.0,"For 5000g, you can just give the Jade Lotus any name and they will assassinate and/or embarrass them.",,,,,,,DISENCHANT_NORMAL,100,STEALTH
CFM_634,ROGUE,MINION,Lotus Assassin,GANGS,"<b>Stealth</b>. Whenever this attacks and kills a minion, gain <b>Stealth</b>.",5.0,5.0,5.0,EPIC,1.0,"For 5000g, you can just give the Jade Lotus any name and they will assassinate and/or embarrass them.",,,,,,,DISENCHANT_GOLDEN,400,STEALTH
CFM_636,ROGUE,MINION,Shadow Rager,GANGS,<b>Stealth</b>,3.0,5.0,1.0,COMMON,1.0,WE WENT THERE!,,,,,,,CRAFTING_NORMAL,40,STEALTH
CFM_636,ROGUE,MINION,Shadow Rager,GANGS,<b>Stealth</b>,3.0,5.0,1.0,COMMON,1.0,WE WENT THERE!,,,,,,,CRAFTING_GOLDEN,400,STEALTH
CFM_636,ROGUE,MINION,Shadow Rager,GANGS,<b>Stealth</b>,3.0,5.0,1.0,COMMON,1.0,WE WENT THERE!,,,,,,,DISENCHANT_NORMAL,5,STEALTH
CFM_636,ROGUE,MINION,Shadow Rager,GANGS,<b>Stealth</b>,3.0,5.0,1.0,COMMON,1.0,WE WENT THERE!,,,,,,,DISENCHANT_GOLDEN,50,STEALTH
CFM_637,NEUTRAL,MINION,Patches the Pirate,GANGS,"[x]<b>Charge</b>
After you play a Pirate,
summon this minion
from your deck.",1.0,1.0,1.0,LEGENDARY,1.0,"What do sailors yell when Patches steals their treasure chest full of laws and other things being transported to parliament for a vote?  ""The Eyes have it!""",PIRATE,,,,,,CRAFTING_NORMAL,1600,CHARGE
CFM_637,NEUTRAL,MINION,Patches the Pirate,GANGS,"[x]<b>Charge</b>
After you play a Pirate,
summon this minion
from your deck.",1.0,1.0,1.0,LEGENDARY,1.0,"What do sailors yell when Patches steals their treasure chest full of laws and other things being transported to parliament for a vote?  ""The Eyes have it!""",PIRATE,,,,,,CRAFTING_GOLDEN,3200,CHARGE
CFM_637,NEUTRAL,MINION,Patches the Pirate,GANGS,"[x]<b>Charge</b>
After you play a Pirate,
summon this minion
from your deck.",1.0,1.0,1.0,LEGENDARY,1.0,"What do sailors yell when Patches steals their treasure chest full of laws and other things being transported to parliament for a vote?  ""The Eyes have it!""",PIRATE,,,,,,DISENCHANT_NORMAL,400,CHARGE
CFM_637,NEUTRAL,MINION,Patches the Pirate,GANGS,"[x]<b>Charge</b>
After you play a Pirate,
summon this minion
from your deck.",1.0,1.0,1.0,LEGENDARY,1.0,"What do sailors yell when Patches steals their treasure chest full of laws and other things being transported to parliament for a vote?  ""The Eyes have it!""",PIRATE,,,,,,DISENCHANT_GOLDEN,1600,CHARGE
CFM_643,WARRIOR,MINION,Hobart Grapplehammer,GANGS,<b>Battlecry:</b> Give all weapons in your hand and deck +1 Attack.,2.0,2.0,2.0,LEGENDARY,1.0,Grapplehammer is the horrible mind behind the Automatic Piranaha Launcher (banned in 7 districts)!,,,,,,,CRAFTING_NORMAL,1600,BATTLECRY
CFM_643,WARRIOR,MINION,Hobart Grapplehammer,GANGS,<b>Battlecry:</b> Give all weapons in your hand and deck +1 Attack.,2.0,2.0,2.0,LEGENDARY,1.0,Grapplehammer is the horrible mind behind the Automatic Piranaha Launcher (banned in 7 districts)!,,,,,,,CRAFTING_GOLDEN,3200,BATTLECRY
CFM_643,WARRIOR,MINION,Hobart Grapplehammer,GANGS,<b>Battlecry:</b> Give all weapons in your hand and deck +1 Attack.,2.0,2.0,2.0,LEGENDARY,1.0,Grapplehammer is the horrible mind behind the Automatic Piranaha Launcher (banned in 7 districts)!,,,,,,,DISENCHANT_NORMAL,400,BATTLECRY
CFM_643,WARRIOR,MINION,Hobart Grapplehammer,GANGS,<b>Battlecry:</b> Give all weapons in your hand and deck +1 Attack.,2.0,2.0,2.0,LEGENDARY,1.0,Grapplehammer is the horrible mind behind the Automatic Piranaha Launcher (banned in 7 districts)!,,,,,,,DISENCHANT_GOLDEN,1600,BATTLECRY
CFM_646,NEUTRAL,MINION,Backstreet Leper,GANGS,"[x]<b>Deathrattle:</b> Deal 2 damage
to the enemy hero.",3.0,3.0,1.0,COMMON,1.0,Quit playing games with his heart. And his fingers. And foot. It's rude.,,,,,,,CRAFTING_NORMAL,40,DEATHRATTLE
CFM_646,NEUTRAL,MINION,Backstreet Leper,GANGS,"[x]<b>Deathrattle:</b> Deal 2 damage
to the enemy hero.",3.0,3.0,1.0,COMMON,1.0,Quit playing games with his heart. And his fingers. And foot. It's rude.,,,,,,,CRAFTING_GOLDEN,400,DEATHRATTLE
CFM_646,NEUTRAL,MINION,Backstreet Leper,GANGS,"[x]<b>Deathrattle:</b> Deal 2 damage
to the enemy hero.",3.0,3.0,1.0,COMMON,1.0,Quit playing games with his heart. And his fingers. And foot. It's rude.,,,,,,,DISENCHANT_NORMAL,5,DEATHRATTLE
CFM_646,NEUTRAL,MINION,Backstreet Leper,GANGS,"[x]<b>Deathrattle:</b> Deal 2 damage
to the enemy hero.",3.0,3.0,1.0,COMMON,1.0,Quit playing games with his heart. And his fingers. And foot. It's rude.,,,,,,,DISENCHANT_GOLDEN,50,DEATHRATTLE
CFM_647,NEUTRAL,MINION,Blowgill Sniper,GANGS,<b>Battlecry:</b> Deal 1 damage.,2.0,2.0,1.0,COMMON,1.0,Imagine how much further his darts would go if he had lungs instead of gills!,MURLOC,,,,,,CRAFTING_NORMAL,40,BATTLECRY
CFM_647,NEUTRAL,MINION,Blowgill Sniper,GANGS,<b>Battlecry:</b> Deal 1 damage.,2.0,2.0,1.0,COMMON,1.0,Imagine how much further his darts would go if he had lungs instead of gills!,MURLOC,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
CFM_647,NEUTRAL,MINION,Blowgill Sniper,GANGS,<b>Battlecry:</b> Deal 1 damage.,2.0,2.0,1.0,COMMON,1.0,Imagine how much further his darts would go if he had lungs instead of gills!,MURLOC,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
CFM_647,NEUTRAL,MINION,Blowgill Sniper,GANGS,<b>Battlecry:</b> Deal 1 damage.,2.0,2.0,1.0,COMMON,1.0,Imagine how much further his darts would go if he had lungs instead of gills!,MURLOC,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
CFM_648,NEUTRAL,MINION,Big-Time Racketeer,GANGS,<b>Battlecry:</b> Summon a 6/6 Ogre.,6.0,1.0,1.0,COMMON,1.0,"""It'd be a shame if someone disenchanted those Legendaries.""",,,,,,,CRAFTING_NORMAL,40,BATTLECRY
CFM_648,NEUTRAL,MINION,Big-Time Racketeer,GANGS,<b>Battlecry:</b> Summon a 6/6 Ogre.,6.0,1.0,1.0,COMMON,1.0,"""It'd be a shame if someone disenchanted those Legendaries.""",,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
CFM_648,NEUTRAL,MINION,Big-Time Racketeer,GANGS,<b>Battlecry:</b> Summon a 6/6 Ogre.,6.0,1.0,1.0,COMMON,1.0,"""It'd be a shame if someone disenchanted those Legendaries.""",,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
CFM_648,NEUTRAL,MINION,Big-Time Racketeer,GANGS,<b>Battlecry:</b> Summon a 6/6 Ogre.,6.0,1.0,1.0,COMMON,1.0,"""It'd be a shame if someone disenchanted those Legendaries.""",,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
CFM_649,NEUTRAL,MINION,Kabal Courier,GANGS,"<b>Battlecry:</b> <b>Discover</b> a Mage, Priest, or Warlock card.",3.0,2.0,2.0,RARE,1.0,"Hey, you park your kodo under a harpy nest, you get what you deserve.",,,,,,,CRAFTING_NORMAL,100,BATTLECRY
CFM_649,NEUTRAL,MINION,Kabal Courier,GANGS,"<b>Battlecry:</b> <b>Discover</b> a Mage, Priest, or Warlock card.",3.0,2.0,2.0,RARE,1.0,"Hey, you park your kodo under a harpy nest, you get what you deserve.",,,,,,,CRAFTING_GOLDEN,800,BATTLECRY
CFM_649,NEUTRAL,MINION,Kabal Courier,GANGS,"<b>Battlecry:</b> <b>Discover</b> a Mage, Priest, or Warlock card.",3.0,2.0,2.0,RARE,1.0,"Hey, you park your kodo under a harpy nest, you get what you deserve.",,,,,,,DISENCHANT_NORMAL,20,BATTLECRY
CFM_649,NEUTRAL,MINION,Kabal Courier,GANGS,"<b>Battlecry:</b> <b>Discover</b> a Mage, Priest, or Warlock card.",3.0,2.0,2.0,RARE,1.0,"Hey, you park your kodo under a harpy nest, you get what you deserve.",,,,,,,DISENCHANT_GOLDEN,100,BATTLECRY
CFM_650,PALADIN,MINION,Grimscale Chum,GANGS,"[x]<b>Battlecry:</b> Give a random
Murloc in your hand +1/+1.",1.0,2.0,1.0,COMMON,1.0,"Listen, see?  We'll take 'em to the docks, see?  And throw 'em in the sea, see?",MURLOC,,,,,,CRAFTING_NORMAL,40,BATTLECRY
CFM_650,PALADIN,MINION,Grimscale Chum,GANGS,"[x]<b>Battlecry:</b> Give a random
Murloc in your hand +1/+1.",1.0,2.0,1.0,COMMON,1.0,"Listen, see?  We'll take 'em to the docks, see?  And throw 'em in the sea, see?",MURLOC,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
CFM_650,PALADIN,MINION,Grimscale Chum,GANGS,"[x]<b>Battlecry:</b> Give a random
Murloc in your hand +1/+1.",1.0,2.0,1.0,COMMON,1.0,"Listen, see?  We'll take 'em to the docks, see?  And throw 'em in the sea, see?",MURLOC,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
CFM_650,PALADIN,MINION,Grimscale Chum,GANGS,"[x]<b>Battlecry:</b> Give a random
Murloc in your hand +1/+1.",1.0,2.0,1.0,COMMON,1.0,"Listen, see?  We'll take 'em to the docks, see?  And throw 'em in the sea, see?",MURLOC,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
CFM_651,NEUTRAL,MINION,Naga Corsair,GANGS,<b>Battlecry:</b> Give your weapon +1 Attack.,4.0,5.0,4.0,COMMON,1.0,Hook-tails are nice and all but she keeps getting stuck on things.,PIRATE,,,,,,CRAFTING_NORMAL,40,BATTLECRY
CFM_651,NEUTRAL,MINION,Naga Corsair,GANGS,<b>Battlecry:</b> Give your weapon +1 Attack.,4.0,5.0,4.0,COMMON,1.0,Hook-tails are nice and all but she keeps getting stuck on things.,PIRATE,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
CFM_651,NEUTRAL,MINION,Naga Corsair,GANGS,<b>Battlecry:</b> Give your weapon +1 Attack.,4.0,5.0,4.0,COMMON,1.0,Hook-tails are nice and all but she keeps getting stuck on things.,PIRATE,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
CFM_651,NEUTRAL,MINION,Naga Corsair,GANGS,<b>Battlecry:</b> Give your weapon +1 Attack.,4.0,5.0,4.0,COMMON,1.0,Hook-tails are nice and all but she keeps getting stuck on things.,PIRATE,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
CFM_652,NEUTRAL,MINION,Second-Rate Bruiser,GANGS,"[x]<b>Taunt</b>
Costs (2) less if your
opponent has at least
three minions.",5.0,4.0,5.0,RARE,1.0,He'll be a first-rate bruiser once he gets used to his contacts.,,,,,,,CRAFTING_NORMAL,100,TAUNT
CFM_652,NEUTRAL,MINION,Second-Rate Bruiser,GANGS,"[x]<b>Taunt</b>
Costs (2) less if your
opponent has at least
three minions.",5.0,4.0,5.0,RARE,1.0,He'll be a first-rate bruiser once he gets used to his contacts.,,,,,,,CRAFTING_GOLDEN,800,TAUNT
CFM_652,NEUTRAL,MINION,Second-Rate Bruiser,GANGS,"[x]<b>Taunt</b>
Costs (2) less if your
opponent has at least
three minions.",5.0,4.0,5.0,RARE,1.0,He'll be a first-rate bruiser once he gets used to his contacts.,,,,,,,DISENCHANT_NORMAL,20,TAUNT
CFM_652,NEUTRAL,MINION,Second-Rate Bruiser,GANGS,"[x]<b>Taunt</b>
Costs (2) less if your
opponent has at least
three minions.",5.0,4.0,5.0,RARE,1.0,He'll be a first-rate bruiser once he gets used to his contacts.,,,,,,,DISENCHANT_GOLDEN,100,TAUNT
CFM_653,NEUTRAL,MINION,Hired Gun,GANGS,<b>Taunt</b>,3.0,4.0,3.0,COMMON,1.0,He loves his job and would do it for free!  (But don't tell his boss!),,,,,,,CRAFTING_NORMAL,40,TAUNT
CFM_653,NEUTRAL,MINION,Hired Gun,GANGS,<b>Taunt</b>,3.0,4.0,3.0,COMMON,1.0,He loves his job and would do it for free!  (But don't tell his boss!),,,,,,,CRAFTING_GOLDEN,400,TAUNT
CFM_653,NEUTRAL,MINION,Hired Gun,GANGS,<b>Taunt</b>,3.0,4.0,3.0,COMMON,1.0,He loves his job and would do it for free!  (But don't tell his boss!),,,,,,,DISENCHANT_NORMAL,5,TAUNT
CFM_653,NEUTRAL,MINION,Hired Gun,GANGS,<b>Taunt</b>,3.0,4.0,3.0,COMMON,1.0,He loves his job and would do it for free!  (But don't tell his boss!),,,,,,,DISENCHANT_GOLDEN,50,TAUNT
CFM_655,NEUTRAL,MINION,Toxic Sewer Ooze,GANGS,<b>Battlecry:</b> Remove 1 Durability from your opponent's weapon.,3.0,4.0,3.0,COMMON,1.0,"When Sergeant Sally shows up unexpectedly, DO NOT FLUSH YOUR MANA CRYSTALS DOWN THE TOILET.",,,,,,,CRAFTING_NORMAL,40,BATTLECRY
CFM_655,NEUTRAL,MINION,Toxic Sewer Ooze,GANGS,<b>Battlecry:</b> Remove 1 Durability from your opponent's weapon.,3.0,4.0,3.0,COMMON,1.0,"When Sergeant Sally shows up unexpectedly, DO NOT FLUSH YOUR MANA CRYSTALS DOWN THE TOILET.",,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
CFM_655,NEUTRAL,MINION,Toxic Sewer Ooze,GANGS,<b>Battlecry:</b> Remove 1 Durability from your opponent's weapon.,3.0,4.0,3.0,COMMON,1.0,"When Sergeant Sally shows up unexpectedly, DO NOT FLUSH YOUR MANA CRYSTALS DOWN THE TOILET.",,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
CFM_655,NEUTRAL,MINION,Toxic Sewer Ooze,GANGS,<b>Battlecry:</b> Remove 1 Durability from your opponent's weapon.,3.0,4.0,3.0,COMMON,1.0,"When Sergeant Sally shows up unexpectedly, DO NOT FLUSH YOUR MANA CRYSTALS DOWN THE TOILET.",,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
CFM_656,NEUTRAL,MINION,Streetwise Investigator,GANGS,<b>Battlecry:</b> Enemy minions lose <b>Stealth</b>.,5.0,4.0,6.0,COMMON,1.0,"""Hmmmm…  Call it a hunch, but I'm starting to think that there may be some kind of criminal activity going on in Gadgetzan.""",,,,,,,CRAFTING_NORMAL,40,BATTLECRY
CFM_656,NEUTRAL,MINION,Streetwise Investigator,GANGS,<b>Battlecry:</b> Enemy minions lose <b>Stealth</b>.,5.0,4.0,6.0,COMMON,1.0,"""Hmmmm…  Call it a hunch, but I'm starting to think that there may be some kind of criminal activity going on in Gadgetzan.""",,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
CFM_656,NEUTRAL,MINION,Streetwise Investigator,GANGS,<b>Battlecry:</b> Enemy minions lose <b>Stealth</b>.,5.0,4.0,6.0,COMMON,1.0,"""Hmmmm…  Call it a hunch, but I'm starting to think that there may be some kind of criminal activity going on in Gadgetzan.""",,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
CFM_656,NEUTRAL,MINION,Streetwise Investigator,GANGS,<b>Battlecry:</b> Enemy minions lose <b>Stealth</b>.,5.0,4.0,6.0,COMMON,1.0,"""Hmmmm…  Call it a hunch, but I'm starting to think that there may be some kind of criminal activity going on in Gadgetzan.""",,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
CFM_657,PRIEST,MINION,Kabal Songstealer,GANGS,[x]<b>Battlecry:</b> <b>Silence</b> a minion.,5.0,5.0,5.0,COMMON,1.0,Gadgetzan Writer’s Award goes to the player who writes the most compelling fanfic about why this Arrakoa has a golden frog in his hand!,,,,,,,CRAFTING_NORMAL,40,BATTLECRY
CFM_657,PRIEST,MINION,Kabal Songstealer,GANGS,[x]<b>Battlecry:</b> <b>Silence</b> a minion.,5.0,5.0,5.0,COMMON,1.0,Gadgetzan Writer’s Award goes to the player who writes the most compelling fanfic about why this Arrakoa has a golden frog in his hand!,,,,,,,CRAFTING_GOLDEN,400,BATTLECRY
CFM_657,PRIEST,MINION,Kabal Songstealer,GANGS,[x]<b>Battlecry:</b> <b>Silence</b> a minion.,5.0,5.0,5.0,COMMON,1.0,Gadgetzan Writer’s Award goes to the player who writes the most compelling fanfic about why this Arrakoa has a golden frog in his hand!,,,,,,,DISENCHANT_NORMAL,5,BATTLECRY
CFM_657,PRIEST,MINION,Kabal Songstealer,GANGS,[x]<b>Battlecry:</b> <b>Silence</b> a minion.,5.0,5.0,5.0,COMMON,1.0,Gadgetzan Writer’s Award goes to the player who writes the most compelling fanfic about why this Arrakoa has a golden frog in his hand!,,,,,,,DISENCHANT_GOLDEN,50,BATTLECRY
CFM_659,NEUTRAL,MINION,Gadgetzan Socialite,GANGS,<b>Battlecry:</b> Restore 2 Health.,2.0,2.0,2.0,COMMON,1.0,"Comment on her height, and she'll go from flapper to kneecapper in seconds flat.",,,,Restore 2 Health.,,,CRAFTING_NORMAL,40,BATTLECRY
CFM_659,NEUTRAL,MINION,Gadgetzan Socialite,GANGS,<b>Battlecry:</b> Restore 2 Health.,2.0,2.0,2.0,COMMON,1.0,"Comment on her height, and she'll go from flapper to kneecapper in seconds flat.",,,,Restore 2 Health.,,,CRAFTING_GOLDEN,400,BATTLECRY
CFM_659,NEUTRAL,MINION,Gadgetzan Socialite,GANGS,<b>Battlecry:</b> Restore 2 Health.,2.0,2.0,2.0,COMMON,1.0,"Comment on her height, and she'll go from flapper to kneecapper in seconds flat.",,,,Restore 2 Health.,,,DISENCHANT_NORMAL,5,BATTLECRY
